Título;Enlace;Fecha;Primeros_Párrafos
Detingut un jove per matar un taxista a Lleida l’abril del 2022;https://www.elperiodico.cat/ca/societat/20231025/detingut-mort-violenta-taxista-lleida-93769377;25/10/2023;Els Mossos d’Esquadra handetingutla matinada d’aquest dimecres aLleidaun jove de 22 anys com a presumpte autor de lamort violenta d’un taxista l’abril de l’any passat.
La Fiscalia de Tailàndia acusa Daniel Sancho d’assassinat premeditat;https://www.elperiodico.cat/ca/successos/20231025/fiscalia-tailandia-daniel-sancho-assassinat-premeditat-93767059;25/10/2023;La Fiscalia de Samui (sud de Tailàndia) va entregar aquest dimecres al tribunal un informe en el qualacusa l’espanyol Daniel Sancho d’assassinat premeditat i ocultació del cosdel colombià Edwin Arrieta, els mateixos càrrecs considerats per la policia en la seva investigació del cas.
Vídeo | Rescat contra rellotge d’un jove de 19 anys que s’estava ofegant a Roses;https://www.elperiodico.cat/ca/successos/20231025/viideo-rescat-mossos-roses-jove-ofegant-93764475;25/10/2023;Dosmossos i un policia local de Roses(Alt Empordà) van rescatarun jove de 19 anysque va caure a l’aigua i no podia tornar. El fort onatge va impedir al jove arribar fins a la bocana de la qual havia caigut arrossegat per una onada. Tot això va passar al voltant de dos quarts d’onze de la nit. La mare del jove es va alertar al veure que el seu fill no tornava a casa després de sopar. Ràpidament es va posar en marxa una recerca per la zona però no el trobaven, fins que uns passejants van avisar que l’havien vist a prop de l’espigó. A més, els testimonis van explicar als Mossos que havienavisat el jove que era perillós caminar per la zona pel mal mar, però que el noi no els va fer cas i va continuar endinsant-se a l’espigó en direcció al mar.
El morbós crim de les Germanes Vázquez, per Sergi Mas;https://www.elperiodico.cat/ca/societat/20231025/podcast-periodico-morbos-crim-germanes-vazquez-93754021;25/10/2023;Elmorbós crim comès a Sabadell el juliol del 2021va comptar amb els preparatius de les Germanes Pilar i Dolores Vázquez i comès per Isaac, parella de la primera. El judici ha quedat vist per a sentència amb una petició de 23 anys de presó per part de la Fiscalia.
Dues nonagenàries moren després d’haver patit agressions sexuals en un hospital a França;https://www.elperiodico.cat/ca/societat/20231024/dones-nonagenaries-moren-agressions-sexuals-franca-93750493;24/10/2023;Un succés tèrbol que alimenta el debat sobre la seguretat als centres sanitaris aFrança.Duesàvies franceses, de 93 i 95 anys, han mort aquest mes després d’haver sigutagredides sexualmenta la sevahabitació en un hospitalaArgenteuil, al nord-oest de la perifèria de París. Les agressions es van produir el 14 d’octubre i una d’aquestes nonagenàries, de 93 anys, va perdre la vida aquell mateix dia després d’haver patit un mareig. L’altra, de 95 anys, va morir quatre dies després, segons recull lapremsa francesa.
Detingut l’home que s’havia atrinxerat a Terrassa després de disparar a un altre;https://www.elperiodico.cat/ca/societat/20231024/home-atrinxera-terrassa-tret-93732454;24/10/2023;Els Mossos d’Esquadra handetingutun home que s’haviaatrinxerat en un domicili de Terrassadesprés dedisparar a un altre. Els fets van passar cap a les 11.30 hores a l’avinguda de Santa Eulàlia, quan un home va disparar a un altre, el va ferir a la cama i va fugir cap a un domicili al carrer del Maresme.
Mor una jove després de ser atacada per cinc gossos de pasturatge a Zamora;https://www.elperiodico.cat/ca/successos/20231023/gossada-gossos-mata-zamora-jove-93707108;23/10/2023;Una jove de 27 anys, A. C., va perdre aquest dilluns la vida després de ser atacada per cinc gossos de pasturatge en un camí de concentració situat entre Roales i La Hiniesta (Zamora). El tràgic succés va tenir lloc cap a les 18.20 hores quan la jove, que cada dia sortia a passejar amb el seu gos, va ser atacada, per causes que s’estan investigant, per tres mastins i dos gossos d’acarament. Pel que sembla, A. C. va sortir ahir a caminar sola i en el moment de ser atacada pels cinc gossos mantenia una conversa telefònica amb la mare, a qui abans que es tallés la comunicació va demanar auxili.
Cau una banda que sabotejava torres de comunicació per robar empreses a Catalunya;https://www.elperiodico.cat/ca/societat/20231023/desarticulada-banda-sabotatge-torres-comunicacio-robatori-empreses-girona-bages-maresme-93682745;23/10/2023;Els Mossos han desarticulat un grup criminalespecialitzat enrobatorisamb força en empresesque provocavensabotatges en infraestructures de comunicacions. La policia ha detinguttres personesd’entre 23 i 31 anys a qui atribueixenvuit assalts i un delicte de danys. L’organització, que disposava d’alta tecnificació, tallava amb radials elcablatge de torres de telecomunicacionsprèviament seleccionades per provocartalls de subministramenta les companyies que volien assaltarinhibint possibles senyals d’alarma. El 16 d’octubre es van realitzar entrades i escorcolls a Blanes (Selva) i Llinars del Vallès (Vallès Oriental). Els agents van requisar inhibidors de freqüència, sistemes de seguiment i altres eines per cometre els robatoris.
Detingut un home per un atropellament mortal a Montferri;https://www.elperiodico.cat/ca/successos/20231022/detingut-home-atropellament-mortal-montferri-93654347;22/10/2023;Els Mossos d’Esquadra van detenir ahir un home de55 anysacusat d’un delicte d’homicidi per presumptament atropellar mortalment de manera intencionada una altra persona, de76 anys, al municipi deMontferri(Tarragona).
El crim de les bessones Vázquez: el jurat declara culpables d’assassinat els tres acusats;https://www.elperiodico.cat/ca/societat/20231020/jurat-bessones-vazquez-veredicte-crim-sabadell-93588498;20/10/2023;El jurat ha declaratculpablesdeldelicte d’assassinat les bessones Dolores i Pilar Vázquezi la parella sentimental d’aquesta última,Isaac Gil. El tribunal popular els atribueix lamort de Pedro Fernández, nòvio de la Dolores, la nit del divendres 9 de juliol al dissabte 10 del 2021 a Sabadell. El jutge va ordenar l’ingrés a la presó de la Dolores, que es trobava en llibertat.La fiscalia reclamava 22 anys de presó per a la Pilar i l’Isaac i 23 anys per a la Dolores. El tribunal popular considera que sí quehi ha traïdoriaperquè van planificar el crim, però no acarnissament, perquè no hi va haver intenció de generar un patiment afegit a la víctima, que va rebre fins a 12 cops al cap fins a destrossar-li el cervell. El tribunal popular ha declarat la Pilar i l’Isaac culpables per unanimitat, mentre que en el cas de la Dolores la votació va ser de vuit a favor i un en contra.
Un nen de 6 anys rep una pallissa grupal a Osca;https://www.elperiodico.cat/ca/successos/20231020/nen-6-anys-rep-pallissa-osca-93591676;20/10/2023;Unnen de sis anys va patir dimecres passat una agressióde, presumptament, part d’ungrup de vuit nens d’entre 11 i 12 anysen les proximitats del camp de futbol de Los Olmos, a Binèfar (Osca).
Un ciclista rep un tret amb una arma d’‘airsoft’ des d’una finestra del Paral·lel;https://www.elperiodico.cat/ca/vida-i-estil/20231020/ciclista-denuncia-tret-arma-airsoft-finestra-parallel-dv-93569848;20/10/2023;Unciclistaassegura haver rebut untretamb una arma d’‘airsoft’dijous passat des d’una finestra del Paral·lel de Barcelona. Així ho explicaSergi Lejardi, presumptavíctimad’aquest succés, que a xarxes socialsrelatal’ocorregut: «Av. Paral·lel 117-119, 2n pis. M’acaba de disparar amb una bola d’‘airsoft’, un tarat des del seu pis, quan estava parat alsemàfordel CB. Just després del tret, he mirat i he vist coms’amagavaitancava la finestra», comença explicant en unfil de X(abans Twitter), en què també adjunta una imatge de lamarca del treta la cama i una altra del’edificides del qual suposadament s’ha portat a terme l’agressió.
El grup neonazi desarticulat a Catalunya planejava atacs a mesquites i a la comunitat jueva;https://www.elperiodico.cat/ca/societat/20231019/combat-18-grup-neonazi-desarticulat-atacs-mesquites-jueus-93541731;19/10/2023;Especialista enpobresa, migracions, dependència, infància vulnerable, feminismes i LGTBI
Vídeo | Un policia mata d’un tret a Geòrgia un home negre que va complir 16 anys de presó injustament;https://www.elperiodico.cat/ca/successos/20231019/video-policia-mata-tret-home-negre-georgia-93517933;19/10/2023;Un home de Florida,Leonard Allan Cure, que va ser exonerat després de complirmés de 16 anys per un delicte que no va cometre,va ser assassinat a trets per un agent a Geòrgia durant una parada de trànsit, segons un comunicat de premsa de l’Oficina d’Investigacions de Geòrgia. La policia n’ha publicat el vídeo.
Vídeo | Un home que volia vendre una ploma acaba emmanillat a casa seva per falsos policies que li roben;https://www.elperiodico.cat/ca/successos/20231019/video-lladres-policias-barcelona-eixample-mossos-venda-ploma-93516261;19/10/2023;Agents del cos de Mossos de lacomissaria de l’Eixample de Barcelonavan detenir l’11 d’octubre tres homes de 53, 45 i 44 anys com a presumptes autors dels delictes de robatori amb intimidació, detenció il·legal, usurpació de funcions públiques i violació de domicili, segons han informat aquest dijous. A un d’ells, també per un delicte de tinença il·lícita d’armes per la trobada d’unaescopeta de calibre 12i no disposar de llicència per tenir-la.
Quatre detinguts, tres d’ells militars, per donar una pallissa a un noi a Pamplona;https://www.elperiodico.cat/ca/successos/20231018/quatre-detinguts-tres-militars-donar-93479836;18/10/2023;LaPolicia Foralha detingutquatre homes, tres d’ells militars, acusats d’un delicte de lesions greus com a suposats autors d’unapallissa que va patir un jove veí dePamplona a les portes d’una discoteca del centre de la capital navarresa la matinada del29 de setembre.
Un home s’atrinxera després de disparar a un altre a València;https://www.elperiodico.cat/ca/successos/20231018/home-atrinxera-disparar-valencia-93471439;18/10/2023;Segon incident atretsen només una setmana a Valènciai la seva perifèria. Un home haresultat greument feritaquesta matinada després de rebre dos trets en un carrer del barri delCabanyal de València. Aquest intent d’homicidi es produeix just una setmana després que unnoi de 31 anysfos assassinat d’un altre tret, efectuat per l’esquena, en uncarrer de Benetússer quan presumptament pretenien robar-li la droga que aquest portava.
Una càmera va gravar com Álvaro Prieto va caure fulminat després de tocar un cable d’alta tensió;https://www.elperiodico.cat/ca/successos/20231017/camera-gravo-alvaro-prieto-caure-93427791;17/10/2023;L’autòpsia determinarà tots els extrems sobre lamort del jove cordovès de 18 anys Álvaro Prietoperò la investigació policial comença a tenir elements sòlids per encaixar totes les peces. Tal com ha avançat ‘Diario de Sevilla’ i ha pogut confirmar aquest diari de fonts de la investigació, la Policia Nacional va obtenir ahirimatgesque demostren que el noi va accedir al recinte on es va trobar el seu cos el mateix matí de la seva desaparició, el 12 d’octubre, i que va pujar al sostre del tren on quatre dies després i de forma sorprenent, gràcies a uns reporters de TVE, va aparèixer el cos. Una vegada que es va localitzar el cadàver, els investigadors van acudir a unagasolinera pròximaon hi ha càmeres de seguretat i van demanar visionar-ne les imatges. Allà van poder veure no només el noi cordovès al sostre del tren sinótambé com va caure fulminat, han confirmat aEl Periódico de Españafonts de la investigació.
Noves dades sobre la mort d’Álvaro Prieto: una càmera grava el jove al sostre del tren;https://www.elperiodico.cat/ca/successos/20231017/nous-dades-mort-alvaro-prieto-dv-93424628;17/10/2023;Un reporter que treballava per a un programa de Televisió Espanyolava gravar dilluns unes imatges en les quals es va poder veureun cos atrapat entre dos vagonsd’un tren que finalment es va identificar com el del joveÁlvaro Prieto, cordovès de 18 anys que va desaparèixer dijous al matí a Sevilla.
Registres policials a Catalunya i Itàlia contra una banda de narcos;https://www.elperiodico.cat/ca/successos/20231017/mossos-italia-droga-catalunya-europol-93422393;17/10/2023;Els Mossos d’Esquadra estan portant a terme des de primera hora del matí una operació contra unaorganització criminal italiana assentada a Catalunyavinculada al tràfic de drogues, conjuntament amb laPolicia d’Itàlia i l’Europol.
Operació policial contra el grup neonazi Combat 18 a Catalunya i altres punts d’Espanya;https://www.elperiodico.cat/ca/societat/20231017/operatiu-combat-18-neonazis-catalunya-mossos-policia-nacional-toledo-madrid-93421653;17/10/2023;ElsMossos d’Esquadra i la PoliciaNacionalestan portant a terme des de primera hora del matí a Catalunya i altres punts d’Espanya una operació contra el grup neonazi Combat 18, vinculat amb el supremacisme blanc violent a Europa. De moment el dispositiu policial, que compta amb suport de l’Europol, ha efectuat 14 entrades i registres en diverses províncies, amb un balanç provisional de tres detencions, si bé aquesta última dada està subjecta a variació, ja que l’operació segueix en marxa.
